id,url,title,company,salary,location,work_time,contract_type,scraped_at,description
zatrudnie-pracownikow-kuchni-kucharz-pomoc-kuchenna-CID4-ID17Imm6,https://www.olx.pl/oferta/praca/zatrudnie-pracownikow-kuchni-kucharz-pomoc-kuchenna-CID4-ID17Imm6.html,Zatrudnię pracowników kuchni / kucharz / pomoc kuchenna,,,Lublin,Pełny etat,"Umowa o pracę, Samozatrudnienie, Umowa zlecenie",2025-10-11 16:47:45,"Restauracja Hotelu Forum*** w Lublinie poszukuję pracowników kuchni na stanowiska: 1) Kucharz zmianowy (pełny etat) 2) Pomoc kuchenna (pół etatu) Poszukujemy pasjonatów gotowania zdrowej kuchni opierającej się na naturalnych i jakościowych składnikach. Czego oczekujemy: Doświadczenia oraz zdolności kulinarnych w pracy na stanowisku kucharza / pomocy kucharza Umiejętności pracy w zespole i dobrej organizacji własnej pracy. Zaangażowania i pasji do gotowania. Co oferujemy: Stabilne zatrudnienie w pełnym wymiarze godzin (umowa o pracę, zlecenie lub B2B). Atrakcyjne wynagrodzenie adekwatne do umiejętności i zaangażowania Fundusz socjalny (premie świąteczne oraz wakacyjne) Zniżki pracownicze Możliwość korzystania z siłowni w Fitness Club Forum Spa & Wellness Przyjazną atmosferę i kulturę pracy. Możliwości rozwoju oraz awansu. Realny wpływ na kształt menu i funkcjonowanie kuchni. Zainteresowane osoby prosimy o przesłanie CV. Informujemy, że skontaktujemy się tylko z wybranymi kandydatami."
recepcjonistka-recepcjonista-klinika-zdrowia-psychicznego-CID4-ID17CEct,https://www.olx.pl/oferta/praca/recepcjonistka-recepcjonista-klinika-zdrowia-psychicznego-CID4-ID17CEct.html,Recepcjonistka / Recepcjonista – Klinika Zdrowia Psychicznego,,32 - 35 zł / godz. brutto,"Szczecin, Centrum",Pełny etat,Umowa zlecenie,2025-10-11 16:47:45,"Recepcjonistka / Recepcjonista – Klinika Zdrowia Psychicznego Klinika Zdrowia Psychicznego poszukuje studenta/studentki z aktywnym statusem studenta do pracy na stanowisku recepcjonisty/recepcjonistki. Szukamy osoby komunikatywnej, otwartej i dobrze zorganizowanej, która będzie pierwszym kontaktem dla naszych pacjentów oraz wsparciem w codziennym funkcjonowaniu placówki. Zakres obowiązków: profesjonalna obsługa recepcji i pacjentów (telefoniczna oraz bezpośrednia) w godzinach od 10.00 do 20.00 w tygodniu oraz w weekendy, dbanie o pozytywny wizerunek kliniki, obsługa social mediów (tworzenie i publikacja treści, kontakt z obserwatorami), wsparcie działań marketingowych i sprzedażowych (informowanie o ofercie, umawianie wizyt, budowanie relacji z pacjentami), sprawna obsługa komputera oraz programów biurowych, koordynowanie grafiku specjalistów i wsparcie administracyjne. Wymagania: aktywne studiowanie (status studenta – warunek konieczny), miła aparycja i wysoka kultura osobista, znajomość social mediów i kreatywność w prowadzeniu komunikacji online, umiejętności sprzedażowe i nastawienie na kontakt z pacjentem, bardzo dobra obsługa komputera i pakietu MS Office, samodzielność, dobra organizacja pracy i zaangażowanie. Oferujemy: umowę zlecenie, pracę w przyjaznej i wspierającej atmosferze, elastyczne godziny pracy dostosowane do planu zajęć, możliwość zdobywania doświadczenia w branży zdrowia psychicznego, atrakcyjne wynagrodzenie oraz premie uzależnione od wyników, nowoczesne miejsce pracy w centrum miasta. CV wraz ze zdjęciem prosimy przesyłać na adres e-mail. Kontakt telefoniczny: 538 300 003"
doradca-klienta-szczecin-galeria-kaskada-CID4-ID17MJKn,https://www.olx.pl/oferta/praca/doradca-klienta-szczecin-galeria-kaskada-CID4-ID17MJKn.html,DORADCA KLIENTA | Szczecin | Galeria Kaskada,,,"Szczecin, Centrum",Pełny etat,Umowa zlecenie,2025-10-11 16:47:58,"DOŁĄCZ DO ZESPOŁU ŚWIAT GSM JAKO DORADCA KLIENTA! Miejsce pracy: Szczecin, Galeria Kaskada (aleja Niepodległości 36, 70-404 Szczecin] Co oferujemy? Pracę w wiodącej firmie na rynku GSM Stabilne zatrudnienie na pełny etat - jesteśmy Polską firmą rozwijającą się stabilnie od 17 lat Elastyczny grafik — to Ty na podstawie ustaleń z zespołem decydujesz w jaki dzień pracujesz Stabilną podstawę oraz premię zależną od realizacji celów 100% wprowadzenie na stanowisko - bazujemy na Twoim zaangażowaniu i potencjale dlatego z łatwością zapoznamy Cię z branżą GSM i nauczymy technik sprzedaży Twoje zadania: Bezpośrednia sprzedaż produktów i usług firmy w punkcie handlowym Budowanie długofalowych relacji z klientami, zgodnie ze standardami Realizacja założonych wskaźników sprzedażowych Dbanie o wizerunek salonu zgodny z wymogami marki Sporządzanie dokumentacji i raportów związanych ze sprzedażą Kogo szukamy: Wysokie zdolności interpersonalne i umiejętność pracy z klientem Motywacja i nastawienie na realizację celów sprzedażowych Otwartość i łatwość w nawiązywaniu nowych kontaktów Umiejętność pracy w zespole i wspólnego osiągania celów Chęć nauki i rozwoju w branży GSM — wszystkiego Cię nauczymy! Mile widziane: Doświadczenie w sprzedaży lub/i obsłudze klienta - Jeżeli nie posiadasz takiego doświadczenia - wszystkiego Cię nauczymy! Benefity: Karta MultiSport Atrakcyjne zniżki na produkty i usługi firmowe (aż - 50% na wszystkie akcesoria) Możliwość relokacji do innych oddziałów w Polsce Szukamy osób do długofalowej współpracy — dołącz do nas i rozwijaj swoją karierę! PRACUJ W ŚWIAT GSM! Jesteśmy liderem na rynku w branży GSM. Przez 17 lat funkcjonowania firmy zbudowaliśmy liczącą blisko 90 punktów sieć profesjonalnych sklepów i stoisk. Oferujemy szeroki wybór akcesoriów w branży GSM. Specjalizujemy się w zabezpieczaniu urządzeń mobilnych oraz ich pełnym serwisie. -> Jak aplikować? Prześlij swoje CV przez OLX."
pracownik-gospodarczy-kierowca-CID4-ID17L5W8,https://www.olx.pl/oferta/praca/pracownik-gospodarczy-kierowca-CID4-ID17L5W8.html,Pracownik gospodarczy – Kierowca,,,Chechło Pierwsze,Pełny etat,Umowa o pracę,2025-10-11 16:47:58,"Pracownik gospodarczy – Kierowca Zadania: Terminowe dostarczanie korespondencji, prób lodów i surowców pomiędzy oddziałami firmy (Chechło Pierwsze k. Pabianic – Kalisz – Łódź- ew. Warszawa), Transport prób lodów do klientów, Inne drobne transporty wynikających z bieżących potrzeb. Wymagania: Mile widziane doświadczenie w podobnej pracy, Ważne prawo jazdy kat. B, Wykształcenie minimum zasadnicze zawodowe, Odpowiedzialność, Rzetelność, Dobra organizacja pracy własnej, Punktualność. Oferujemy: Umowa o pracę na cały etat, Pakiet benefitów: dofinansowanie do posiłków, możliwość przystąpienia do prywatnej opieki medycznej, dofinansowanie do karty Multisport, ubezpieczenie grupowego, paczki lodowe, Niezbędne narzędzia pracy (samochód służbowy, telefon). Kilargo Sp. z o. o. specjalizuje się w produkcji i sprzedaży lodów, głównie pod markami własnymi na zamówienie sieci handlowych. Zastosowanie w procesie produkcji najnowocześniejszych technologii i parku maszynowego pozwala nam na wyprodukowanie każdego rodzaju lodów. Nasza doświadczona kadra jest w stanie zapewnić odbiorcom wsparcie na każdym etapie produkcji od prac koncepcyjnych i projektowych po produkcję. W Łodzi usytuowane jest Biuro Handlowe, lecz powstaliśmy w Chechle Pierwszym pod Pabianicami, gdzie do dzisiaj znajduje się jeden z naszych zakładów produkcyjnych, drugi natomiast jest w Kaliszu. Oprócz lodów pod markami własnymi, zajmujemy się również produkcją lodów pod naszym brandem – Augusto (lody Gulliver, lody familijne, Gucio, Bambo, Ice Monster itd.) oraz na potrzeby innych firm z branży spożywczej. Nasze produkty są obecne nie tylko w Polsce, ale w całej Europie, północnej i środkowej Afryce, w Azji oraz w Ameryce Południowej. Wyrażenie poniższej zgody jest niezbędne do udziału w procesie rekrutacyjnym: Wyrażam zgodę na przetwarzanie przez Kilargo Sp. z o.o. z siedzibą w Chechle Pierwszym (KRS: 0000075827) moich danych osobowych zawartych w dokumencie „Kwestionariusz osobowy kandydata/pracownika” oraz złożonych przeze mnie dokumentach aplikacyjnych (np. CV, list motywacyjny) w celu i zakresie niezbędnym do realizacji procesu rekrutacji. Wyrażenie poniższej zgody umożliwia udział w przyszłych procesach rekrutacyjnych: Wyrażam zgodę na przetwarzanie przez Kilargo Sp. z o.o. z siedzibą w Chechle Pierwszym (KRS: 0000075827) moich danych osobowych zawartych w dokumencie „Kwestionariusz osobowy kandydata/pracownika” oraz złożonych przeze mnie dokumentach aplikacyjnych (np. CV, list motywacyjny) na potrzeby przyszłych procesów rekrutacyjnych prowadzonych przez Kilargo Sp. z o.o. z siedzibą w Chechle Pierwszym. 1. Administratorem udostępnionych danych osobowych jest Kilargo Sp. z o.o. z siedzibą w Chechle Pierwszym przy ul. Torowej 13, 95-082 Dobroń (KRS: 0000075827). 2. Udostępnione przez Panią/Pana dane osobowe będą przetwarzane w celu niezbędnym do przeprowadzenia procesu rekrutacyjnego, w którym Pan/Pani uczestniczy, a w razie wyrażenia stosownej zgody również dla potrzeb przyszłych procesów rekrutacyjnych prowadzonych przez Kilargo Sp. z o.o. z siedzibą w Chechle Pierwszym. 3. Podstawę prawną przetwarzania stanowi art. 6 ust. 1 lit. a) i b) Rozporządzenia Parlamentu Europejskiego i Rady (UE) 2016/679 z dnia 27 kwietnia 2016 r. – ogólne rozporządzenie o ochronie danych (RODO) [art. 6 ust. 1 lit. a) i b) RODO: „1. Przetwarzanie jest zgodne z prawem wyłącznie w przypadkach, gdy – i w takim zakresie, w jakim – spełniony jest co najmniej jeden z poniższych warunków: a) osoba, której dane dotyczą wyraziła zgodę na przetwarzanie swoich danych osobowych w jednym lub większej liczbie określonych celów; b) przetwarzanie jest niezbędne do wykonania umowy, której stroną jest osoba, której dane dotyczą, lub do podjęcia działań na żądanie osoby, której dane dotyczą, przed zawarciem umowy”] 4. Przysługuje Pani/Panu: · prawo dostępu do dotyczących Pani/Pana danych osobowych oraz żądania ich sprostowania, usunięcia lub ograniczenia przetwarzania; · prawo wniesienia sprzeciwu wobec przetwarzania; · prawo do przenoszenia danych; · prawo wniesienia skargi do organu nadzorczego – Prezesa Urzędu Ochrony Danych Osobowych; w zakresie, jakim podstawę przetwarzania stanowi art. 6 ust. 1 lit. a) RODO – prawo do cofnięcia zgody w dowolnym momencie, z zastrzeżeniem, iż nie wpływa to na zgodność z prawem przetwarzania, którego dokonano na podstawie zgody przed jej cofnięciem. 5. Podanie danych jest niezbędne do udziału w procesie rekrutacyjnym prowadzonym przez Kilargo Sp. z o.o. z siedzibą w Chechle Pierwszym. 6. Odbiorcami udostępnionych przez Panią/Pana danych osobowych będą wyłącznie osoby upoważnione przez administratora – pracownicy, gdy dostęp do danych jest niezbędny w celu prawidłowego wykonywania pracy; zleceniobiorcy/usługodawcy, gdy dostęp do danych jest niezbędny w celu prawidłowego świadczenia usług; inne osoby, o ile jest to niezbędne i pozostaje w zgodzie z bezwzględnie obowiązującymi przepisami prawa. 7. Udostępnione przez Panią/Pana dane osobowe nie będą przekazywane do państwa trzeciego lub organizacji międzynarodowej. 8. Udostępnione przez Panią/Pana dane nie będą służyły podejmowaniu decyzji, które opierają się wyłącznie na zautomatyzowanym przetwarzaniu, w tym nie będą podlegały profilowaniu. 9. Udostępnione przez Panią/Pana dane osobowe będą przechowywane przez okres jednego miesiąca od dnia zakończenia procesu rekrutacyjnego prowadzonego przez Kilargo Sp. z o.o., w którym Pani/Pan uczestniczy, a w razie wyrażenia zgody na przetwarzanie danych również dla potrzeb przyszłych procesów rekrutacyjnych prowadzonych przez Kilargo Sp. z o.o. – przez okres 1 roku od dnia wyrażenia zgody. 10. Dane kontaktowe inspektora ochrony danych: e-mail: iod(małpa)kilargo.pl"
ogloszenie-o-prace-pracownik-budowlany-CID4-ID12KAon,https://www.olx.pl/oferta/praca/ogloszenie-o-prace-pracownik-budowlany-CID4-ID12KAon.html,### Ogłoszenie o Pracę: Pracownik Budowlany,,30 - 45 zł / godz. brutto,"Warszawa, Mokotów",Pełny etat,Umowa o pracę,2025-10-11 16:50:40,Ogłoszenie o Pracę: Pracownik Budowlany Rodzaj zatrudnienia: Pełny etat / Część etatu *Opis stanowiska: Poszukujemy pracownika budowlanego do naszego zespołu. Osoba na tym stanowisku będzie odpowiedzialna za: - Wykonywanie prac budowlanych i wykończeniowych. - Przestrzeganie norm bezpieczeństwa na budowie. - Współpraca z innymi członkami zespołu w celu efektywnej realizacji projektów. *Wymagania: - Doświadczenie w branży budowlanej. - Znajomość narzędzi i technik budowlanych. - Umiejętność pracy w zespole. - Rzetelność i odpowiedzialność. - Brak nałogów. - Prawo jazdy będzie dodatkowym atutem. *Oferujemy: - Atrakcyjne wynagrodzenie. - Stabilne zatrudnienie w dynamicznie rozwijającej się firmie. - Możliwość rozwoju zawodowego i podnoszenia kwalifikacji. - Premie uznaniowe. *Jak aplikować: Zainteresowane osoby prosimy o kontakt telefoniczny pod numerem: 66*******25 lub 69*******03 Dołącz do naszego zespołu i rozwijaj swoją karierę w budownictwie!
szalowanie-i-zbrojenie-scian-w-zakladzie-prefabrykacji-belgia-CID4-ID17i2Qj,https://www.olx.pl/oferta/praca/szalowanie-i-zbrojenie-scian-w-zakladzie-prefabrykacji-belgia-CID4-ID17i2Qj.html,szalowanie i zbrojenie ścian w zakładzie Prefabrykacji Belgia,,84 - 97 zł / godz. brutto,Radziejowice,Pełny etat,"Samozatrudnienie, Umowa zlecenie",2025-10-11 16:50:40,"Potrzebujemy 2 osoby do szalowania i układania zbrojenia na stołach produkcyjnych w halach zakładów Prefabrykacji w Belgii, okolice Houthalen. Praca w ciepłej hali pod dachem. Doświadczenie podstawowe na budowie wystarczy – doszkalamy z czytania rysunków i z ogólnej wiedzy. Zapewniamy mieszkanie na miejscu oraz auto służbowe - busa na dojazd do pracy oraz na zjazdy co 5-8 tygodni. Pensja 15 euro/godzinę netto ( 65zł/godz netto do ręki) po 3 miesiącach 16 euro/godzinę netto ( 69zł/godz do ręki) z każdym nowym rokiem 1 euro podwyżki. Średnio pracujemy 10 godzin bez sobót a pensja na czysto wychodzi mim. 12tyś/m-c Wynajmujemy całe domy opłacone przez nas z kuchniami i salonami tylko dla naszych pracowników. Udostępniamy za darmo nowe busy na dojazd do pracy na miejscu i na zjazdy / powroty do Polski. Zainteresowanych proszę o kontakt wyłącznie telefoniczny."
praca-dla-dekarza-CID4-ID17JBpD,https://www.olx.pl/oferta/praca/praca-dla-dekarza-CID4-ID17JBpD.html,Praca dla Dekarza,,5 400 - 7 000 zł / mies. brutto,Kluczbork,Pełny etat,"Umowa o pracę, Umowa zlecenie",2025-10-11 16:50:41,"Obowiązki: Wykonywanie pokryć dachowych oraz izolacji. Praca na dachach. Kompleksowe wykonanie pokryć dachowych Montaż obróbek blacharskich. Praca przy remontach pokryć dachowych. Przyuczenie do zawodu dekarza. Praca w Kluczborku i okolicach. Wymagania: Doświadczenie w zawodzie dekarza lub chęć do przyuczenia. Jeśli czegoś nie potrafisz nic nie szkodzi. Prawo jazdy kat B (mile widziane). Brak lęku wysokości. Gotowość do pracy od zaraz. Systematyczność i umiejętność dostosowania jakości pracy do wymagań. Chęci do pracy i rozwoju. Brak nałogów (preferowane osoby niepijące alkoholu). Podane wynagrodzenie to stawka ""na rękę"""
pracownik-restauracji-CID4-ID17K3C4,https://www.olx.pl/oferta/praca/pracownik-restauracji-CID4-ID17K3C4.html,Pracownik restauracji,,,Tomaszów Lubelski,Niepełny etat,Umowa o pracę,2025-10-11 16:50:54,"Nowo otwierana Restauracja McDonald's w Tomaszowie Lubelskim poszukuje na stanowisko PRACOWNIK RESTAURACJI Jeżeli chcesz dołączyć do zgranej ekipy i pracować w miejscu uwielbianym przez ludzi, pracuj z nami! Dlaczego warto? McDonald's to jedna z najczęściej odwiedzanych restauracji na świecie, szerokie możliwości rozwoju, pewność zatrudnienia i niezwykła atmosfera. Aplikuj do McDonald's i przyrządzaj ludziom to, co lubią najbardziej! Pracownik restauracji Co otrzymasz od nas? • Umowa o pracę od pierwszego dnia zatrudnienia • Wynagrodzenie 4666 zł brutto przy zatrudnieniu na pełnym etacie • Dodatki do wynagrodzenia: - 20 % stawki za pracę w godzinach nocnych 23:00-7:00 • Bonus finansowy za polecenie znajomego do pracy • Elastyczny grafik i możliwość pracy w niepełnym wymiarze godzin • Zniżki na nasze produkty do wszystkich restauracji w Polsce • Atrakcyjna oferta rabatowa na posiłki w czasie pracy • Prywatna opieka medyczna i ubezpieczenia na życie • Możliwość nabycia kart sportowych np. Multisport dla Ciebie i Twoich bliskich Czego szukamy? • chęci do pracy • otwartości i komunikatywności • umiejętności pracy w zespole • praca również w weekendy Pssst: Nie musisz mieć doświadczenia w gastronomii - wszystkiego Cię nauczymy! Co będziesz robić? • przygotowywać burgery, desery i inne pyszności • sprzedawać je • kompletować i wydawać zamówienia • dbać o porządek Masz smaka na tę ofertę? Aplikuj na www.praca.mcdonalds.pl Pracuj z nami! Czekamy właśnie na Ciebie!"
mcdonalds-zabrze-obok-m1-poszukujemy-pracownika-restauracji-CID4-ID17Iz4A,https://www.olx.pl/oferta/praca/mcdonalds-zabrze-obok-m1-poszukujemy-pracownika-restauracji-CID4-ID17Iz4A.html,McDonald’s Zabrze (obok M1) – Poszukujemy Pracownika restauracji!,,,Zabrze,Pełny etat,Umowa o pracę,2025-10-11 16:50:54,"PRACUJ Z NAMI! Nowo budowana restauracja w Zabrzu (obok M1) poszukuje pracowników. Chcesz pracować w miejscu uwielbianym przez ludzi? Dołącz do zgranej ekipy McDonald's! Jesteś duszą towarzystwa i uwielbiasz kontakt z ludźmi? Zawsze dostrzegasz, jeśli ktoś potrzebuje pomocy? Szukasz pracy, w której się rozwiniesz? Wykorzystaj potencjał swoich naturalnych talentów i pracuj w jednej z najczęściej odwiedzanych restauracji na świecie! Dołącz do zespołu McDonald's. Zapewniamy pełne szkolenie w proponowanych przez nas lokalizacjach. McDonald’s Zabrze (obok M1) – Poszukujemy Pracownika restauracji! Co otrzymasz od nas? • Umowa o pracę • Minimalna stawka 28 zł/h brutto • Dodatki do wynagrodzenia: - 20% stawki za pracę w godzinach nocnych 23:00-7:00 • Bonus finansowy za polecenie znajomego do pracy, który zostanie z nami na dłużej - 450 zł za każdą osobę na 1/1 lub 3/4 etatu - 200 zł na każdą osobę na 1/2 lub 1/4 etatu • Elastyczny grafik i możliwość pracy w niepełnym wymiarze godzin (3/4, 1/2, 1/4) - np. WEEKENDY lub POPOŁUDNIA, • Zniżki na nasze produkty do wszystkich restauracji w Polsce • Atrakcyjna oferta rabatowa na posiłki w czasie pracy • Możliwość skorzystania ubezpieczenia na życie • Możliwość nabycia kart sportowych np. Medicover Sport dla Ciebie i Twoich bliskich Czego szukamy? • chęci do pracy • otwartości i komunikatywności • umiejętności pracy w zespole Pssst: Nie musisz mieć doświadczenia w gastronomii - wszystkiego Cię nauczymy! Co będziesz robić? • przygotowywać burgery, desery i inne pyszności • sprzedawać je • kompletować i wydawać zamówienia • dbać o porządek Masz smaka na tę ofertę? Aplikuj na www.praca.mcdonalds.pl lub zadzwoń - 66*******59 McDonald's Zabrze (przy M1) ul. Srebrna 4 Pracuj z nami! Czekamy właśnie na Ciebie!"
samodzielny-ksiegowy-samodzielna-ksiegowa-CID4-ID176nX7,https://www.olx.pl/oferta/praca/samodzielny-ksiegowy-samodzielna-ksiegowa-CID4-ID176nX7.html,Samodzielny Księgowy / Samodzielna Księgowa,,,Nowy Tomyśl,Pełny etat,Umowa o pracę,2025-10-11 16:50:54,"Grupa InterMove działa na rynku od 2014 roku i specjalizuje się w świadczeniu usług transportowych zarówno w kraju jak i za granicą. Posiadamy bogate doświadczenie z zakresu spedycji, organizacji procesów transportowych oraz zagadnień logistycznych co sprawia, że jesteśmy firmą o ugruntowanej i stabilnej pozycji na rynku usług TSL. Jeśli posiadasz: Wykształcenie wyższe kierunkowe – finanse, rachunkowość, ekonomia; Minimum 3-letnie doświadczenie zawodowe na stanowisku Samodzielnego Księgowego; Znajomość ustawy o rachunkowości, ustawy o podatku dochodowym od osób prawnych, ustawy o podatku od towarów i usług oraz przepisów wykonawczych; Znajomość przepisów dotyczących ewidencji środków trwałych, rozliczania inwentaryzacji materiałowych; Umiejętność pracy pod presją czasu i w zespole; Samodzielność, dokładność i systematyczność w wykonywaniu powierzonych obowiązków; Inicjatywa i umiejętność wyszukiwania rozwiązań. dołącz do naszego zespołu jako: Samodzielny Księgowy Do Twoich obowiązków będzie należało: Prowadzenie pełnej księgowości firmy, w tym rejestracja i inwentaryzacja dokumentów finansowych; Przygotowanie i księgowanie operacji gospodarczych, takich jak faktury, płatności, zlecenia zakupu oraz przeglądanie i weryfikacja kont; Sporządzanie miesięcznych i rocznych zestawień finansowych, w tym bilansów, rachunków zysków i strat oraz przepływów środków pieniężnych; Przygotowanie i składanie deklaracji podatkowych, w tym VAT, CIT, PIT i ZUS; Monitorowanie i rozliczanie kosztów, utrzymanie kont księgowych dotyczących różnych projektów lub działów w firmie; Współpraca z audytorami podczas przeglądów księgowych, zarówno wewnętrznych, jak i zewnętrznych; Sprawdzanie i weryfikacja zgodności wykonanych operacji finansowych z obowiązującymi przepisami i polityką firmy; Stała aktualizacja wiedzy na temat przepisów dotyczących rachunkowości i podatków; Współpraca z innymi działami firmy w celu uzyskania niezbędnych informacji i dokumentów do prawidłowego prowadzenia księgowości. Możemy Ci zaoferować: Ciekawe wyzwania w dynamicznie rozwijającej się spółce o zasięgu międzynarodowym; Atrakcyjne wynagrodzenie; Samodzielne stanowisko, ciekawą, pełną wyzwań pracę; Przyjazną atmosferę pracy; Możliwość rozwoju zawodowego i udziału w szkoleniach; Duży zakres samodzielności oraz odpowiedzialności. Osoby zainteresowane prosimy o przesyłanie aplikacji klikając w przycisk aplikowania. Prosimy o zawarcie w CV klauzuli: „Wyrażam zgodę na przetwarzanie danych osobowych zawartych w mojej ofercie pracy dla potrzeb niezbędnych do realizacji procesu rekrutacji prowadzonego przez InterMove Logistics Sp. z o.o. z siedzibą w Glinnie przy ul. Wschodniej 1, zgodnie z ustawą z dnia 29 sierpnia 1997 r. o ochronie danych osobowych (t.j. Dz. U. z 2016 r., poz. 922)”. Jednocześnie wyrażam zgodę na przetwarzanie przez ogłoszeniodawcę moich danych osobowych na potrzeby przyszłych rekrutacji. Informujemy, że Administratorem danych jest InterMove Logistics Sp. z o.o. z siedzibą w Glinnie przy ul. Wschodniej 1. Dane zbierane są dla potrzeb rekrutacji. Ma Pani/Pan prawo dostępu do treści swoich danych oraz ich poprawiania. Podanie danych w zakresie określonym przepisami ustawy z dnia 26 czerwca 1974 r. Kodeks pracy oraz aktów wykonawczych jest obowiązkowe. Podanie dodatkowych danych osobowych jest dobrowolne."
kierowca-pomoc-drogowa-CID4-ID17N5sz,https://www.olx.pl/oferta/praca/kierowca-pomoc-drogowa-CID4-ID17N5sz.html,Kierowca Pomoc Drogowa,,6 000 - 9 000 zł / mies. brutto,Kutno,Pełny etat,Umowa o pracę,2025-10-11 16:51:07,"Obowiązki: Kierowanie pojazdem kategorii C+E. Realizacja tras krajowych Troska o powierzony sprzęt. Przestrzeganie przepisów dotyczących czasu pracy. Rozpoczęcie i zakończenie pracy w określonym miejscu. Transport przetworzonych pojazdów wraz z pasażerami Pomoc drogowa Drobne naprawy na drodze typu uzupełnienie paliwa , wymiana koła Transport maszyn rolniczych Transport wózków widłowych Transport maszyn budowlanych Wymagania: Prawo jazdy kat. C+E. Doświadczenie w zawodzie. Ukończony kurs na przewóz towarów. Elastyczność czasowa. Miejsce zamieszkania: Kutno lub okolice do 20 km od siedziby firmy Gotowość do długotrwałej współpracy. Dostępność w określonym terminie. Doświadczenie w prowadzeniu określonego typu pojazdu. Dyspozycyjność w określone dni tygodnia. Posiadanie odpowiednich kwalifikacji do przewozu towarów. Możliwość nauki zawodu"
pracownik-restauracji-kfc-nowa-sol-CID4-ID17HxdY,https://www.olx.pl/oferta/praca/pracownik-restauracji-kfc-nowa-sol-CID4-ID17HxdY.html,Pracownik Restauracji KFC Nowa Sól,,30 - 31 zł / godz. brutto,Nowa Sól,Pełny etat,Umowa zlecenie,2025-10-11 16:51:07,"Jako oryginalny brand, przyciągamy osobowości, które każdego dnia wnoszą swój charakter i energię do pracy. Bądź sobą i tylko sobą - oryginalny Ty w KFC! Twoja oryginalna misja: Mistrz smaku: Przygotowywanie pysznych produktów KFC. Ambasador gościnności: Kompletowanie i serwowanie zamówień. Strażnik jakości: Pielęgnacja sprzętu i utrzymanie krystalicznej czystości przy Twoim stanowisku pracy. Twoja odważna osobowość: Zapał i entuzjazm: Twoja energia i chęć do nauki są dla nas bezcenne! Pozytywne nastawienie: Twoje otwarte serce i uśmiech to Twoja supermoc. Duch zespołu: Współpraca to klucz do oryginalnego sukcesu. Co KFC ma dla Ciebie: Dzięki elastycznemu grafikowi decydujesz, kiedy pracujesz. Posiłek pracowniczy - ciesz się oryginalnym smakiem, który tworzysz. Twoje zaangażowanie przekłada się na atrakcyjne wynagrodzenie i premie, zawsze wypłacane na czas. Za pracę w godzinach 22:30-6:30 otrzymasz 20% więcej. Poleć nas swoim znajomym i odbierz dodatkową premię. Pakiet szkoleń - odkryj w sobie mistrza: wszystkiego Cię nauczymy! Rozwój kompetencji - bo z nami zdobędziesz umiejętności, które nadadzą smaku Twojej karierze. Atrakcyjny pakiet benefitów (m.in. Karta Medicover Sport). Zniżkę do naszych restauracji i kawiarni: KFC, Pizza Hut, Burger King, Starbucks. Umowa dostosowana do Ciebie. Oferujemy umowę zlecenie dla studentów poniżej 26 roku życia lub umowę o pracę*. Oferta otwarta również dla osób z orzeczeniem o niepełnosprawności. *Umowa o pracę po 3 miesiącach pełnych wyzwań i sukcesów. Bądź sobą. Bądź z nami. Dołącz do oryginalnej rodziny! Aplikuj teraz."
archidoc-szuka-pracownika-skanerzysta-rejestrator-danych-wa-wa-wlochy-CID4-ID17KS7O,https://www.olx.pl/oferta/praca/archidoc-szuka-pracownika-skanerzysta-rejestrator-danych-wa-wa-wlochy-CID4-ID17KS7O.html,"ArchiDoc szuka pracownika-skanerzysta/rejestrator danych, Wa-wa-Włochy",,,"Warszawa, Włochy",Pełny etat,Umowa zlecenie,2025-10-11 16:51:07,"ArchiDoc jest jedną z największych polskich firm oferujących usługi biznesowe z obszaru zarządzania dokumentami i obsługi back-office. Obecnie poszukujemy osób na stanowisko: REJESTRATOR DANYCH/SKANERZYSTA Miejsce pracy: Warszawa, Włochy ZAKRES OBOWIĄZKÓW: skanowanie dokumentacji rejestrowanie dokumentów w dedykowanych systemach porządkowanie wpływających dokumentów wsparcie innych działów WYMAGANIA: dokładność, rzetelność i zaangażowanie w pracę gotowość do podjęcia pracy i dyspozycyjność NASZA OFERTA: szkolenie w obsłudze skanerów praca w pełnym wymiarze godzin praca od poniedziałku do piątku, ewentualne wsparcie w weekendy system zmianowy (08:00-16:00; 14:00-22:00) zatrudnienie w oparciu o umowę zlecenie wynagrodzenie 30,50 zł brutto/h możliwość skorzystania z benefitów firmowych przyjazna atmosfera pracy Zainteresowane osoby prosimy o nadsyłanie CV poprzez kliknięcie w przycisk APLIKUJ."
dhl-kurier-gdynia-kierowca-CID4-ID17ynZX,https://www.olx.pl/oferta/praca/dhl-kurier-gdynia-kierowca-CID4-ID17ynZX.html,DHL kurier Gdynia kierowca,,6 400 - 7 000 zł / mies. brutto,"Gdynia, Chylonia",Pełny etat,"Umowa zlecenie, Inny",2025-10-11 16:51:20,"Wymagania: -prawo jazdy kat. B -dyspozycyjność, sumienność, umiejętność szybkiego przyswajania wiadomości -mile widziane doświadczenie w kurierce Magazyn znajduje się ul.Gdyńska 30, 80-209 Tuchom-Gdynia"
